"sno_student","sno","data_type","questionnaire_type","school","age","gender","school_grade","consent_given","coding_round_1_coder_1","coding_round_1_coder_2","coding_round_1_final_coding","coding_round_1_coder_agreement","coding_round_2_coder_1","coding_round_2_coder_2","coding_round_2_final_coding","coding_round_2_coder_agreement","coding_round_3_coder_1_answer_1","coding_round_3_coder_1_answer_2","coding_round_3_coder_1_answer_3","coding_round_3_coder_1_answer_4","coding_round_3_coder_2_answer_1","coding_round_3_coder_2_answer_2","coding_round_3_coder_2_answer_3","coding_round_3_coder_2_answer_4","coding_round_3_coder_agreement","coding_round_3_final_coding_overall","coding_round_4.1_coder_1_answer_1","coding_round_4.1_coder_1_answer_2","coding_round_4.1_coder_1_answer_3","coding_round_4.1_coder_2_answer_1","coding_round_4.1_coder_2_answer_2","coding_round_4.1_coder_2_answer_3","coding_round_4.1_coder_agreement","coding_round_4.1_final_coding_overall","coding_round_4.2_coder_1_answer_1","coding_round_4.2_coder_1_answer_2","coding_round_4.2_coder_2_answer_1","coding_round_4.2_coder_2_answer_2","coding_round_4.2_coder_agreement","coding_round_4.2_final_coding_overall","final_coding","expectancies","value","value/intrinsic","value/utility","value/utility/daily life","value/utility/general","value/utility/learning utility","value/utility/other","value/utility/school utility","value/utility/social utility","value/utility/useless","costs","costs/effort","costs/emotional","costs/opportunity","costs/outside","goals","goals/evaluative","goals/family support","goals/mastery","goals/normative","goals/outcome","goals/social approval","goals/social concern","goals/social responsibility","goals/social status","other factors","consequence","statement_Kinyarwanda","statement_English","what_subjects_listed","subjects.demotivation","subjects.motivation","biology_demot","biology_mot","chemistry_demot","chemistry_mot","english_demot","english_mot","entrepreneurship_demot","entrepreneurship_mot","french_demot","french_mot","geography_demot","geography_mot","history_demot","history_mot","ict_demot","ict_mot","kinyarwanda_demot","kinyarwanda_mot","kiswahili_demot","kiswahili_mot","literature_demot","literature_mot","mathematics_demot","mathematics_mot","physics_demot","physics_mot","religion_demot","religion_mot","sports_demot","sports_mot","mathematics_grades","physics_grades","chemistry_grades","biology_grades","kinyarwanda_grades","english_grades","geography_grades","history_grades","entrepreneurship_grades","ict_grades","religion_grades","french_grades","kiswahili_grades","literature_grades","library.and.clubs_grades","sports_grades"
3,"m95_95_6","motivation","motivation","B",12,"male","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","positive",NA,NA,NA,"positive",NA,NA,NA,"agreement","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/intrinsic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mukora nibyishimo kandi nakurikiye nkatsinda nka nishima","i do it gladly and i succeed because i pay attetion i am happy","chemistry,biology","","Chemistry,Biology",NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"m95_95_7","motivation","motivation","B",12,"male","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","goals",NA,NA,NA,"utility",NA,NA,NA,"none","utility","learning",NA,NA,"learning",NA,NA,"agreement","learning",NA,NA,NA,NA,NA,NA,"value/utility/learning utility",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mukora kugira ngo nunguke ubundi bumenyi cyane","i do it so i can gain more knowledge","chemistry,biology","","Chemistry,Biology",NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"m95_95_8","motivation","motivation","B",12,"male","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","goals",NA,NA,NA,"goals",NA,NA,NA,"agreement","goals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"goals/outcome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"mukora kubera ko nshaka kwiyongerera ikizere","i do it because i want to gain confidence","chemistry,biology","","Chemistry,Biology",NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"m95_95_5","motivation","motivation","B",12,"male","1","yes","yes","no","yes","coder 1","motivation","motivation","motivation","agreement","goals",NA,NA,NA,"different",NA,NA,NA,"none","utility","school",NA,NA,"school",NA,NA,"agreement","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nkora imyitozo kugira ngo ni mbona amanota ashimisha uwariwe wese","i do the exercise so that i can get exciting marks that could please anyone","chemistry,biology","","Chemistry,Biology",NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"m95_95_9","motivation","motivation","B",12,"male","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","goals",NA,NA,NA,"different",NA,NA,NA,"none","utility","school",NA,NA,"school",NA,NA,"agreement","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mukora kugira ngo mbe uwa mbere kuko utakoze umwitozo ntacyo wagera ho","i do it so i can be the top of class because if you didn't do the exercise  you wouldn't achieve anything","chemistry,biology","","Chemistry,Biology",NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"m95_95_10","motivation","motivation","B",12,"male","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"different",NA,NA,NA,"coder 1","utility","school",NA,NA,"school",NA,NA,"agreement","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mbikora kugira ngo mbone amanota meza tsinde bishimishe","i do it so i can get good marks  and succeed with excitement","chemistry,biology","","Chemistry,Biology",NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"m95_95_2","motivation","motivation","B",12,"male","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"kugira ngo ibyo yasobanuraga mbifate kurusha ho","so that i can memorize what he/she was explaining","chemistry,biology","","Chemistry,Biology",NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"m95_95_1","motivation","motivation","B",12,"male","1","yes","no","no","no","agreement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"ngira ishyaka kugira ngo numve ibyo mwarimu yasobanuraga","i am motivated to learn/understand what the teacher was explaining","chemistry,biology","","Chemistry,Biology",NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
3,"m95_95_3","motivation","motivation","B",12,"male","1","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"different",NA,NA,NA,"coder 1","utility","learning",NA,NA,"learning",NA,NA,"agreement","learning",NA,NA,NA,NA,NA,NA,"value/utility/learning utility",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ngira ishyaka ku byiga kugira ngo ibyo batwigishije mbimenya kugira ngo mbone uko mbisubiramo","i am motivated to study so that i know what was taught to us so that i get how to do it again","chemistry,biology","","Chemistry,Biology",NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.3,0.3,0.517,0.454,0.35,0.297,0.386,0.397,0.45,0.55,0.467,0.392,0.275,0.683,0.5,0.933
4,"n3_3_8","motivation","motivation","A",14,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","ability",NA,NA,NA,"ability",NA,NA,NA,"agreement","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ko at the end of the term, i will harvest well","ko at the end of the term, i will harvest well","ent,history,geography,maths,chemistry,religious,physics,biology,english,sports","","Ent,History,Geography,Maths,Chemistry,Religious,Physics,Biology,English,Sports",NA,1,NA,1,NA,1,NA,1,NA,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,NA,1,NA,1,0.819,0.629,0.763,0.596,0.661,0.627,0.678,0.8,0.717,0.883,0.833,0.583,0.425,0.75,0.583,0.917
4,"n3_3_2","motivation","motivation","A",14,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","ability",NA,NA,NA,"ability",NA,NA,NA,"agreement","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ngira ishyaka kubera ko numva iryosomo ndigukara","i have motivation because i understand the subject i am doing","ent,history,geography,maths,chemistry,religious,physics,biology,english,sports","","Ent,History,Geography,Maths,Chemistry,Religious,Physics,Biology,English,Sports",NA,1,NA,1,NA,1,NA,1,NA,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,NA,1,NA,1,0.819,0.629,0.763,0.596,0.661,0.627,0.678,0.8,0.717,0.883,0.833,0.583,0.425,0.75,0.583,0.917
4,"n3_3_3","motivation","motivation","A",14,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","ability",NA,NA,NA,"ability",NA,NA,NA,"agreement","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ngira ishyaka kuko anytime i will successed","i have motivation because i can succeed anytime","ent,history,geography,maths,chemistry,religious,physics,biology,english,sports","","Ent,History,Geography,Maths,Chemistry,Religious,Physics,Biology,English,Sports",NA,1,NA,1,NA,1,NA,1,NA,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,NA,1,NA,1,0.819,0.629,0.763,0.596,0.661,0.627,0.678,0.8,0.717,0.883,0.833,0.583,0.425,0.75,0.583,0.917
4,"n3_3_4","motivation","motivation","A",14,"female","2","yes","yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"ability","different","utility",NA,"coder 1","utility","learning",NA,NA,"learning",NA,NA,"agreement","learning",NA,NA,NA,NA,NA,NA,"value/utility/learning utility",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bituma numva nange hari icyo nzi. ntatahira ubusa. mba ntaziye ubusa","it makes me know i know something. i don’t go home without nothing. i don’t come for nothing.","ent,history,geography,maths,chemistry,religious,physics,biology,english,sports","","Ent,History,Geography,Maths,Chemistry,Religious,Physics,Biology,English,Sports",NA,1,NA,1,NA,1,NA,1,NA,0,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,NA,1,NA,1,0.819,0.629,0.763,0.596,0.661,0.627,0.678,0.8,0.717,0.883,0.833,0.583,0.425,0.75,0.583,0.917
