"sno_student","questionnaire_classification_final","questionnaire_type_initial","school","sno_questionnaire","sno_statement","sno_segment","sno","statement_first","statement_unique","statement_coded_multiple","age","gender","school_grade","consent_given","what_subjects_listed","what.follow.up.statenents.given","coding_round_1_coder_1","coding_round_1_coder_2","coding_round_1_final_coding","coding_round_1_coder_agreement","coding_round_2_coder_1","coding_round_2_coder_2","coding_round_2_final_coding","coding_round_2_coder_agreement","coding_round_3_coder_1_answer_1","coding_round_3_coder_1_answer_2","coding_round_3_coder_1_answer_3","coding_round_3_coder_1_answer_4","coding_round_3_coder_2_answer_1","coding_round_3_coder_2_answer_2","coding_round_3_coder_2_answer_3","coding_round_3_coder_2_answer_4","coding_round_3_coder_agreement","coding_round_3_final_coding_overall","coding_round_3_final_coding_separate","coding_round_4.1_coder_1_answer_1","coding_round_4.1_coder_1_answer_2","coding_round_4.1_coder_1_answer_3","coding_round_4.1_coder_2_answer_1","coding_round_4.1_coder_2_answer_2","coding_round_4.1_coder_2_answer_3","coding_round_4.1_coder_agreement","coding_round_4.1_final_coding_overall","coding_round_4.1_final_coding_separate","coding_round_4.2_coder_1_answer_1","coding_round_4.2_coder_1_answer_2","coding_round_4.2_coder_2_answer_1","coding_round_4.2_coder_2_answer_2","coding_round_4.2_coder_agreement","coding_round_4.2_final_coding_overall","coding_round_4.2_final_coding_separate","comment","additional.comment","statement_Kinyarwanda","statement_English","type","subjects.confidence","subjects.demotivation","subjects.motivation","subjects.unconfidence","biology_c","biology_d","biology_m","biology_u","chemistry_c","chemistry_d","chemistry_m","chemistry_u","english_c","english_d","english_m","english_u","entrepreneurship_c","entrepreneurship_d","entrepreneurship_m","entrepreneurship_u","french_c","french_d","french_m","french_u","geography_c","geography_d","geography_m","geography_u","history_c","history_d","history_m","history_u","ict_c","ict_d","ict_m","ict_u","kinyarwanda_c","kinyarwanda_d","kinyarwanda_m","kinyarwanda_u","kiswahili_c","kiswahili_d","kiswahili_m","kiswahili_u","literature_c","literature_d","literature_m","literature_u","mathematics_c","mathematics_d","mathematics_m","mathematics_u","physics_c","physics_d","physics_m","physics_u","religion_c","religion_d","religion_m","religion_u","sports_c","sports_d","sports_m","sports_u","mathematics_grades","physics_grades","chemistry_grades","biology_grades","kinyarwanda_grades","english_grades","geography_grades","history_grades","entrepreneurship_grades","ict_grades","religion_grades","french_grades","kiswahili_grades","literature_grades","library.and.clubs_grades","sports_grades"
"122","motivation","demotivation","A","m76","mm76_7","mm76_7_1","motivation8176_7","no","yes","no","14","female","1","yes","maths,geography",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"source",NA,"coder 2","source","other factors",NA,"study habits","kubera ko babisobanuye ndangaye","because i was not paying attetion the time of the explanation","demotivation","Literature,Entrepreneurship","Maths,Geography","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.439,0.492,0.413,0.413,0.425,0.342,0.406,0.436,0.5,0.575,0.742,0.658,0.55,0.517,0.542,0.883
"122","motivation","demotivation","A","m76","mm76_8","mm76_8_1","motivation8176_8","no","yes","no","14","female","1","yes","maths,geography",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","outside",NA,NA,NA,"outside",NA,NA,NA,"agreement","outside","outside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/outside",NA,NA,"kubera ko ngera mu rugo simbone umwanya wo gusubira mo amasomo","because when i reach home i don't get time to go through my notes","demotivation","Literature,Entrepreneurship","Maths,Geography","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.439,0.492,0.413,0.413,0.425,0.342,0.406,0.436,0.5,0.575,0.742,0.658,0.55,0.517,0.542,0.883
"122","motivation","demotivation","A","m76","mm76_9","mm76_9_1","motivation8176_9","no","yes","no","14","female","1","yes","maths,geography",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","outside",NA,NA,NA,"outside",NA,NA,NA,"agreement","outside","outside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/outside",NA,NA,"kubera ko iyo ngeze mu rugo nkora imirimo myinshi ivunanye","because when i reach home i do a lot of chores which gets really tiring","demotivation","Literature,Entrepreneurship","Maths,Geography","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.439,0.492,0.413,0.413,0.425,0.342,0.406,0.436,0.5,0.575,0.742,0.658,0.55,0.517,0.542,0.883
"123","motivation","motivation","A","n40","nm40_1","nm40_1_1","motivation6440_1","yes","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","task difficulty",NA,NA,NA,"task difficulty",NA,NA,NA,"agreement","task difficulty","task difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/effort",NA,NA,"kubera ko byoroshye","because it's easy","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","motivation","motivation","A","n40","nm40_10","nm40_10_1","motivation6440_10","no","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","task difficulty",NA,NA,NA,"task difficulty",NA,NA,NA,"agreement","task difficulty","task difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/effort",NA,NA,"bitazangora","it won't be difficult","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","motivation","motivation","A","n40","nm40_2","nm40_2_1","motivation6440_2","no","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","positive",NA,NA,NA,"positive",NA,NA,NA,"agreement","positive","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/intrinsic",NA,NA,"kukbera ko binyura","because i am content /satisfied","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","motivation","motivation","A","n40","nm40_3","nm40_3_1","motivation6440_3","no","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/intrinsic",NA,NA,"kubera ko numva bindimo","because i feel it","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","motivation","motivation","A","n40","nm40_4","nm40_4_1","motivation6440_4","no","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","goals",NA,NA,NA,"goals",NA,NA,NA,"none","utility","utility","school",NA,NA,"school",NA,NA,"agreement","school","school",NA,NA,NA,NA,NA,NA,"value/utility/school utility",NA,"cue value","ngira ngo menye aho mpagaze","so i know where i stand","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","motivation","motivation","A","n40","nm40_5","nm40_5_1","motivation6440_5","no","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","utility",NA,NA,NA,"utility",NA,NA,NA,"agreement","utility","utility","not specified",NA,NA,"not specified",NA,NA,"agreement","other","other",NA,NA,NA,NA,NA,NA,"value/utility/other",NA,NA,"bimfitiye akamaro","i can benefit from it","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","motivation","motivation","A","n40","nm40_6","nm40_6_1","motivation6440_6","no","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"byumva","i understand","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","motivation","motivation","A","n40","nm40_7","nm40_7_1","motivation6440_7","no","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","positive",NA,NA,NA,"positive",NA,NA,NA,"agreement","positive","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/intrinsic",NA,NA,"mbyishimiye","i am happy","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","motivation","motivation","A","n40","nm40_8","nm40_8_1","motivation6440_8","no","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","positive",NA,NA,NA,"expectancy",NA,NA,NA,"none","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",NA,"motivation","mbishaka","i want to","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","motivation","motivation","A","n40","nm40_9","nm40_9_1","motivation6440_9","no","yes","no","10","male",NA,"yes","geography",NA,"yes","yes","yes","agreement","motivation","motivation","motivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"mbishoboye","i can do it/ able to do it","motivation","","","Geography","History",NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","motivation","demotivation","A","m14","mm14_1","mm14_1_1","motivation8214_1","yes","yes","no","13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"mba ntasobanukiwe","i have not understood","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"124","motivation","demotivation","A","m14","mm14_2","mm14_2_1","motivation8214_2","no","yes","no","13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"source","consequence","source",NA,"agreement","sourcr","other factors",NA,"situational factor","mba nshonje bityo bigatuma nkora vuba nkahubuka","i go through it hastily because i'm hungry and as a result pay little attention","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"124","motivation","demotivation","A","m14","mm14_3","mm14_3_1","motivation8214_3","no","yes","yes","13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"different",NA,NA,NA,"coder 1","expectancy/ different","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"njya nsiba ibyo bize simbimenye","sometimes i miss what they studied and i don't know it","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"124","motivation","demotivation","A","m14","mm14_3","mm14_3_2","motivation8214_3","no","no",NA,"13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"different",NA,NA,NA,"coder 2","expectancy/ different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","sourcr","other factors",NA,"study habits","njya nsiba ibyo bize simbimenye","sometimes i miss what they studied and i don't know it","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"124","motivation","demotivation","A","m14","mm14_4","mm14_4_1","motivation8214_4","no","yes","no","13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","outside",NA,NA,NA,"different",NA,NA,NA,"coder 2","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","sourcr","other factors",NA,"personal problems","kubera utubazo dutandukanye two mu rugo","because of different problems/issues at home","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"124","motivation","demotivation","A","m14","mm14_5","mm14_5_1","motivation8214_5","no","yes","no","13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","sourcr","other factors",NA,"school support [teaching quality]","byatewe no kwigishwa nabi","it is caused by bad teaching","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"124","motivation","demotivation","A","m14","mm14_6","mm14_6_1","motivation8214_6","no","yes","no","13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","sourcr","other factors",NA,"personal problems","no kubura ibikoresho by'ishuri","and missing school materials","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"124","motivation","demotivation","A","m14","mm14_7","mm14_7_1","motivation8214_7","no","yes","no","13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",NA,"motivation","gusinzira mw'ishuri bigatuma ntakurikira","i sleep/doze in class which makes me not concetrate/focus","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"124","motivation","demotivation","A","m14","mm14_8","mm14_8_1","motivation8214_8","no","yes","no","13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"negative",NA,NA,NA,"coder 1","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",NA,"motivation","kudakurikira mwarimu","to not pay attetion to the teacher","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"124","motivation","demotivation","A","m14","mm14_9","mm14_9_1","motivation8214_9","no","yes","no","13","male","2","yes","chemistry,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"kutigirira ikizere","to not have confidence in myself","demotivation","Chemistry,English","Chemistry,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.222,0.221,0.338,0.321,0.45,0.415,0.369,0.325,0.413,0.375,0.442,0.313,0.563,0.617,0.633,1
"125","motivation","demotivation","A","m155","mm155_1","mm155_1_1","motivation83155_1","yes","yes","yes","18","male","3","yes","ikinyarwanda,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"hari igihe mba ntasobanukiwe neza ibyo mwarimu ari kutwigisha rimwe na rimwe biba ari isomo ntumva","there are times i do not ungderstand well what the teacher tought, especially when it's a subject/lesson i am not good at","demotivation","","Ikinyarwanda,History","","Mathematics,Physics",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,0.535,0.467,0.438,0.446,0.681,0.453,0.439,0.292,0.413,0.713,0.7,0.442,0.367,0.4,0.733,0.967
"125","motivation","demotivation","A","m155","mm155_1","mm155_1_2","motivation83155_1","no","no",NA,"18","male","3","yes","ikinyarwanda,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"hari igihe mba ntasobanukiwe neza ibyo mwarimu ari kutwigisha rimwe na rimwe biba ari isomo ntumva","there are times i do not ungderstand well what the teacher tought, especially when it's a subject/lesson i am not good at","demotivation","","Ikinyarwanda,History","","Mathematics,Physics",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,0.535,0.467,0.438,0.446,0.681,0.453,0.439,0.292,0.413,0.713,0.7,0.442,0.367,0.4,0.733,0.967
"125","motivation","demotivation","A","m155","mm155_2","mm155_2_1","motivation83155_2","no","yes","yes","18","male","3","yes","ikinyarwanda,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","negative",NA,NA,NA,"negative","different",NA,NA,"agreement","different/ negative","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/emotional",NA,NA,"hari igihe mba ntiyumva mo umwarimu kubera imyigishirize ye","there are times i am not into the teacher because of the wat (s)he teaches it","demotivation","","Ikinyarwanda,History","","Mathematics,Physics",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,0.535,0.467,0.438,0.446,0.681,0.453,0.439,0.292,0.413,0.713,0.7,0.442,0.367,0.4,0.733,0.967
"125","motivation","demotivation","A","m155","mm155_2","mm155_2_2","motivation83155_2","no","no",NA,"18","male","3","yes","ikinyarwanda,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","negative",NA,NA,NA,"negative","different",NA,NA,"coder 2","different/ negative","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors",NA,"school support [teaching quality]","hari igihe mba ntiyumva mo umwarimu kubera imyigishirize ye","there are times i don't like the teacher because of their way of teaching","demotivation","","Ikinyarwanda,History","","Mathematics,Physics",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,0.535,0.467,0.438,0.446,0.681,0.453,0.439,0.292,0.413,0.713,0.7,0.442,0.367,0.4,0.733,0.967
